# Based on https://github.com/unimorph/ckb		
xwardn	netanxwardwwe	2;IND;NEG;PL;PRF;PRS;V
xwardn	xoray	2;PASS;PFV;PST;SG;V
xwardn	neyxwardwwe	3;IND;NEG;PRF;PRS;SG;V
xwardn	netanxwardayě	2;NEG;PFV;PL;PST;SBJV;V
xwardn	xwardbwwy	3;IND;PRF;PST;SG;V
xwardn	detxward	2;PROG;PST;SG;V
xwardn	xwardm	1;PFV;PST;SG;V
xwardn	xwardn	NFIN;V
xwardn	xwardbwwt	2;IND;PRF;PST;SG;V
xwardn	dexoě	3;IND;PROG;PRS;SG;V
xwardn	xoraw	PASS;PST;V;V.PTCP
xwardn	dexorěy	2;IND;PROG;PASS;PRS;SG;V
xwardn	xwardbwwtan	2;IND;PL;PRF;PST;V
xwardn	xwardbwwm	1;IND;PRF;PST;SG;V
xwardn	nexoět	3;PROG;NEG;PRS;SBJV;SG;V
xwardn	xoram	1;PASS;PFV;PST;SG;V
xwardn	nemxwardwwe	1;IND;NEG;PRF;PRS;SG;V
xwardn	xoran	2;3;NFIN;PASS;PFV;PL;PST;V
xwardn	dexorěn	2;3;IND;PROG;PASS;PL;PRS;V
xwardn	dexorěm	1;IND;PROG;PASS;PRS;SG;V
xwardn	xwardy	3;PFV;PST;SG;V
xwardn	nemxward	1;NEG;PFV;PST;SG;V
xwardn	neydexward	3;PROG;NEG;PST;SG;V
xwardn	dexoět	3;IND;PROG;PRS;SG;V
xwardn	bxorěy	2;PROG;PASS;PRS;SBJV;SG;V
xwardn	netanxwardbww	2;IND;NEG;PL;PRF;PST;V
xwardn	xwardbwwman	1;IND;PL;PRF;PST;V
xwardn	xwardyan	3;PFV;PL;PST;V
xwardn	xorabww	3;PASS;PRF;PST;SG;V
xwardn	bxorěn	2;3;IMP;PROG;PASS;PL;PRS;SBJV;V
xwardn	mexorěn	IMP;NEG;PASS;PL;V
xwardn	bxorěm	1;PROG;PASS;PRS;SBJV;SG;V
xwardn	nemxwardbwwayě	1;NEG;PRF;PST;SBJV;SG;V
xwardn	netxwardbwwayě	2;NEG;PRF;PST;SBJV;SG;V
xwardn	bxoyt	2;PROG;PRS;SBJV;SG;V
xwardn	dexora	3;PROG;PASS;PST;SG;V
xwardn	nexwardbm	1;NEG;PRF;PRS;SBJV;SG;V
xwardn	nexoranayě	2;3;NEG;PASS;PFV;PL;PST;SBJV;V
xwardn	nexoram	1;NEG;PASS;PFV;PST;SG;V
xwardn	xwardwwmane	1;IND;PL;PRF;PRS;V
xwardn	bxoyn	1;PROG;PL;PRS;SBJV;V
xwardn	xwardww	PST;V;V.PTCP
xwardn	nemanxwardayě	1;NEG;PFV;PL;PST;SBJV;V
xwardn	nexwardby	2;NEG;PRF;PRS;SBJV;SG;V
xwardn	nemxwardayě	1;NEG;PFV;PST;SBJV;SG;V
xwardn	xwardt	2;PFV;PST;SG;V
xwardn	naxom	1;IND;PROG;NEG;PRS;SG;V
xwardn	naxon	2;3;IND;PROG;NEG;PL;PRS;V
xwardn	xwardbn	2;3;PL;PRF;PRS;SBJV;V
xwardn	xwardbm	1;PRF;PRS;SBJV;SG;V
xwardn	nedexora	3;PROG;NEG;PASS;PST;SG;V
xwardn	naxoy	2;IND;PROG;NEG;PRS;SG;V
xwardn	mexo	IMP;NEG;SG;V
xwardn	neyxwardayě	3;NEG;PFV;PST;SBJV;SG;V
xwardn	bxo	IMP;SG;V
xwardn	dexoram	1;PROG;PASS;PST;SG;V
xwardn	bxorayayě	2;PASS;PFV;PST;SBJV;SG;V
xwardn	nexorabww	3;NEG;PASS;PRF;PST;SG;V
xwardn	neyanxwardbayě	3;NEG;PFV;PL;PST;SBJV;V
xwardn	dexorěyn	1;IND;PROG;PASS;PL;PRS;V
xwardn	nedexorayn	1;PROG;NEG;PASS;PL;PST;V
xwardn	xorawe	3;PASS;PRF;PRS;SG;V
xwardn	bxoraynayě	1;PASS;PFV;PL;PST;SBJV;V
xwardn	xwardbwwyan	3;IND;PL;PRF;PST;V
xwardn	dexorayn	1;PROG;PASS;PL;PST;V
xwardn	nexorěy	2;PROG;NEG;PASS;PRS;SBJV;SG;V
xwardn	xorawm	1;PASS;PRF;PRS;SG;V
xwardn	xwardby	2;PRF;PRS;SBJV;SG;V
xwardn	nexoě	3;PROG;NEG;PRS;SBJV;SG;V
xwardn	xwardbět	3;PRF;PRS;SBJV;SG;V
xwardn	naxorěět	3;IND;PROG;NEG;PASS;PRS;SG;V
xwardn	btxwardayě	2;PFV;PST;SBJV;SG;V
xwardn	xorabwwyn	1;PASS;PL;PRF;PST;V
xwardn	btanxwardbwwayě	2;PL;PRF;PST;SBJV;V
xwardn	nexorěn	2;3;PROG;NEG;PASS;PL;PRS;SBJV;V
xwardn	bxoranayě	2;3;PASS;PFV;PL;PST;SBJV;V
xwardn	neyanxwardbww	3;IND;NEG;PL;PRF;PST;V
xwardn	btanxwardayě	2;PFV;PL;PST;SBJV;V
xwardn	neyanxwardayě	3;NEG;PFV;PL;PST;SBJV;V
xwardn	deyxward	3;PROG;PST;SG;V
xwardn	naxoě	3;IND;PROG;NEG;PRS;SG;V
xwardn	netdexward	2;PROG;NEG;PST;SG;V
xwardn	nexorěět	3;PROG;NEG;PASS;PRS;SBJV;SG;V
xwardn	nemxwardbayě	1;NEG;PFV;PST;SBJV;SG;V
xwardn	btanxwardbayě	2;PFV;PL;PST;SBJV;V
xwardn	nexoraynayě	1;NEG;PASS;PFV;PL;PST;SBJV;V
xwardn	dexorěět	3;IND;PROG;PASS;PRS;SG;V
xwardn	nexorabwwyn	1;NEG;PASS;PL;PRF;PST;V
xwardn	byanxwardbayě	3;PFV;PL;PST;SBJV;V
xwardn	nemdexward	1;PROG;NEG;PST;SG;V
xwardn	btxwardbayě	2;PFV;PST;SBJV;SG;V
xwardn	nexoramayě	1;NEG;PASS;PFV;PST;SBJV;SG;V
xwardn	xwardbyn	1;PL;PRF;PRS;SBJV;V
xwardn	bxoraayě	3;PASS;PFV;PST;SBJV;SG;V
xwardn	xwardwwyane	3;IND;PL;PRF;PRS;V
xwardn	nexoyn	1;PROG;NEG;PL;PRS;SBJV;V
xwardn	xorabwwy	2;PASS;PRF;PST;SG;V
xwardn	bxoy	2;PROG;PRS;SBJV;SG;V
xwardn	detanxward	2;PROG;PL;PST;V
xwardn	btxwardbwwayě	2;PRF;PST;SBJV;SG;V
xwardn	nexoray	2;NEG;PASS;PFV;PST;SG;V
xwardn	naxoyt	2;IND;PROG;NEG;PRS;SG;V
xwardn	nemanxwardbww	1;IND;NEG;PL;PRF;PST;V
xwardn	naxorěyn	1;IND;PROG;NEG;PASS;PL;PRS;V
xwardn	mexon	IMP;NEG;PL;V
xwardn	bxon	2;3;IMP;PROG;PL;PRS;SBJV;V
xwardn	bxom	1;PROG;PRS;SBJV;SG;V
xwardn	naxoyn	1;IND;PROG;NEG;PL;PRS;V
xwardn	nexorawm	1;NEG;PASS;PRF;PRS;SG;V
xwardn	nexoran	2;3;NEG;PASS;PFV;PL;PST;V
xwardn	naxorěě	3;IND;PROG;NEG;PASS;PRS;SG;V
xwardn	netanxwardbayě	2;NEG;PFV;PL;PST;SBJV;V
xwardn	neyanxward	3;NEG;PFV;PL;PST;V
xwardn	netandexward	2;PROG;NEG;PL;PST;V
xwardn	bmxwardayě	1;PFV;PST;SBJV;SG;V
xwardn	bxorě	IMP;PASS;SG;V
